variant,mode,source_model,metric,n_runs,mean,std_population,median,fold_mean_min,fold_mean_max,n_folds_with_deployable_runs
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,rnafold,modified_rna_count,20,1.5,1.396424004376894,1.0,0.0,2.5,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,pooled,modification_precision,25,0.7891091855703475,0.05606254002857567,0.7894736842105263,0.7294503321081864,0.8747399557770453,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,pooled,delete_recall,25,0.8514209209657397,0.02930487203411921,0.8543046357615894,0.8,0.8754966887417218,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,pooled,correct_pair_preservation,25,0.9358765287003208,0.019349519794758557,0.9308943089430894,0.9089855072463768,0.9604562737642585,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,pooled,macro_delta_f1,25,0.0433125417732481,0.014986126699258423,0.04156915212990254,0.021819916566835587,0.06384811900628524,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,pooled,micro_delta_f1,25,0.05824922094962641,0.01485830469786552,0.056473607407034665,0.04151836552807005,0.07921455550536194,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,pooled,modified_rna_count,25,22.0,1.697056274847714,23.0,19.4,24.0,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,trrosettarna2_native_ss,modification_precision,25,0.7891091855703475,0.05606254002857567,0.7894736842105263,0.7294503321081864,0.8747399557770453,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,trrosettarna2_native_ss,delete_recall,25,0.8514209209657397,0.02930487203411921,0.8543046357615894,0.8,0.8754966887417218,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,trrosettarna2_native_ss,correct_pair_preservation,25,0.9358765287003208,0.019349519794758557,0.9308943089430894,0.9089855072463768,0.9604562737642585,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,trrosettarna2_native_ss,macro_delta_f1,25,0.0433125417732481,0.014986126699258423,0.04156915212990254,0.021819916566835587,0.06384811900628524,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,trrosettarna2_native_ss,micro_delta_f1,25,0.05824922094962641,0.01485830469786552,0.056473607407034665,0.04151836552807005,0.07921455550536194,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_UNGATED,trrosettarna2_native_ss,modified_rna_count,25,22.0,1.697056274847714,23.0,19.4,24.0,5
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_SELECTIVE,pooled,modification_precision,14,0.9520059358469071,0.016967267215625265,0.9473684210526315,0.9437715050337708,0.9767441860465116,4
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_SELECTIVE,pooled,delete_recall,14,0.7441953360314805,0.03316723197727045,0.7514705882352941,0.7098039215686275,0.7924528301886793,4
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_SELECTIVE,pooled,correct_pair_preservation,14,0.9903994549038898,0.003597663061983174,0.9896907216494846,0.9885931558935361,0.9959349593495935,4
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_SELECTIVE,pooled,macro_delta_f1,14,0.05947144511555713,0.011764037745168116,0.05929807174134792,0.04236161002964983,0.0727369530053551,4
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_SELECTIVE,pooled,micro_delta_f1,14,0.06991476982868372,0.004147113678856528,0.06985777855088543,0.06668866635503168,0.07533059959911337,4
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_SELECTIVE,pooled,modified_rna_count,14,20.214285714285715,2.2417649752107454,21.0,14.0,22.0,4
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_SELECTIVE,trrosettarna2_native_ss,modification_precision,14,0.9520059358469071,0.016967267215625265,0.9473684210526315,0.9437715050337708,0.9767441860465116,4
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_SELECTIVE,trrosettarna2_native_ss,delete_recall,14,0.7441953360314805,0.03316723197727045,0.7514705882352941,0.7098039215686275,0.7924528301886793,4
MODEL_SPECIFIC_TRROSETTARNA2,LEARNED_SELECTIVE,trrosettarna2_native_ss,correct_pair_preservation,14,0.9903994549038898,0.003597663061983174,0.9896907216494846,0.9885931558935361,0.9959349593495935,4
