variant,fold,seed,mode,delete_precision,delete_recall,delete_f1,auroc,auprc,tp,fp,fn
MODEL_SPECIFIC_TRROSETTARNA2,0,17,LEARNED_SELECTIVE,0.9473684210526315,0.7605633802816901,0.84375,0.9539133535389552,0.9142871427186452,54,3,17
MODEL_SPECIFIC_TRROSETTARNA2,0,29,LEARNED_UNGATED,0.7349397590361446,0.8591549295774648,0.7922077922077922,0.9514173649491888,0.91252579004281,61,22,10
MODEL_SPECIFIC_TRROSETTARNA2,0,29,LEARNED_SELECTIVE,0.9818181818181818,0.7605633802816901,0.8571428571428571,0.9514173649491888,0.91252579004281,54,1,17
MODEL_SPECIFIC_TRROSETTARNA2,0,41,LEARNED_UNGATED,0.7209302325581395,0.8732394366197183,0.7898089171974523,0.9517739347477269,0.9145879934670039,62,24,9
MODEL_SPECIFIC_TRROSETTARNA2,0,41,LEARNED_SELECTIVE,0.9180327868852459,0.7887323943661971,0.8484848484848485,0.9517739347477269,0.9145879934670039,56,5,15
MODEL_SPECIFIC_TRROSETTARNA2,0,53,LEARNED_UNGATED,0.7325581395348837,0.8873239436619719,0.802547770700637,0.9513727937243716,0.9111583199156884,63,23,8
MODEL_SPECIFIC_TRROSETTARNA2,0,53,LEARNED_SELECTIVE,0.9803921568627451,0.704225352112676,0.819672131147541,0.9513727937243716,0.9111583199156884,50,1,21
MODEL_SPECIFIC_TRROSETTARNA2,0,67,LEARNED_UNGATED,0.7294117647058823,0.8732394366197183,0.7948717948717948,0.9509716527010162,0.9117967504519727,62,23,9
MODEL_SPECIFIC_TRROSETTARNA2,0,67,LEARNED_SELECTIVE,0.9473684210526315,0.7605633802816901,0.84375,0.9509716527010162,0.9117967504519727,54,3,17
MODEL_SPECIFIC_TRROSETTARNA2,1,17,LEARNED_UNGATED,0.7627118644067796,0.8490566037735849,0.8035714285714286,0.9441632152170578,0.9134138692856938,45,14,8
MODEL_SPECIFIC_TRROSETTARNA2,1,17,LEARNED_SELECTIVE,0.9767441860465116,0.7924528301886793,0.875,0.9441632152170578,0.9134138692856938,42,1,11
MODEL_SPECIFIC_TRROSETTARNA2,1,29,LEARNED_UNGATED,0.7894736842105263,0.8490566037735849,0.8181818181818182,0.9410185611290075,0.901908529265617,45,12,8
MODEL_SPECIFIC_TRROSETTARNA2,1,41,LEARNED_UNGATED,0.7258064516129032,0.8490566037735849,0.782608695652174,0.9494554379506059,0.9087950811501891,45,17,8
MODEL_SPECIFIC_TRROSETTARNA2,1,53,LEARNED_UNGATED,0.7301587301587301,0.8679245283018868,0.7931034482758621,0.9440098174566651,0.9086993248211481,46,17,7
MODEL_SPECIFIC_TRROSETTARNA2,1,67,LEARNED_UNGATED,0.696969696969697,0.8679245283018868,0.773109243697479,0.9430127320141126,0.9040604810225101,46,20,7
MODEL_SPECIFIC_TRROSETTARNA2,2,17,LEARNED_UNGATED,0.7894736842105263,0.8940397350993378,0.8385093167701864,0.9500143967751223,0.9274181314638965,135,36,16
MODEL_SPECIFIC_TRROSETTARNA2,2,29,LEARNED_UNGATED,0.806060606060606,0.8807947019867549,0.8417721518987342,0.951492465687686,0.9260354168544204,133,32,18
