condition,track,metric,mean,population_sd,min,max,n
B4_EVIDENCE_MASKED,positive_pair,rna_resulting_recall,0.9070034480545711,0.0007995627259390674,0.905699739653972,0.9080525046967514,5
B4_EVIDENCE_MASKED,positive_pair,rna_resulting_f1,0.9039441413437128,0.0007031368129843042,0.9029440059098984,0.9050344746863616,5
B4_EVIDENCE_MASKED,unpaired,event_tp_preservation,0.9914032294746418,0.001872105128702001,0.9884011826245167,0.9929497384580396,5
B4_EVIDENCE_MASKED,unpaired,event_fp_removal,0.37558790593505037,0.021916470007122178,0.3381858902575588,0.3986562150055991,5
B4_EVIDENCE_MASKED,unpaired,event_modification_precision,0.8993500533617634,0.017180232033085416,0.8702290076335878,0.9164490861618799,5
B4_EVIDENCE_MASKED,unpaired,event_coverage,0.07054820415879018,0.004695402554634414,0.06294896030245746,0.07561436672967864,5
B4_EVIDENCE_MASKED,unpaired,event_delta_f1,0.024384725563079336,0.0014773981660738237,0.022214810876908464,0.026414668791611362,5
B4_EVIDENCE_MASKED,unpaired,event_resulting_precision,0.8866092383213386,0.0034236284729968515,0.8807746620940085,0.8901840490797546,5
B4_EVIDENCE_MASKED,unpaired,event_resulting_recall,0.8669848846459824,0.0016371611477530986,0.8643595863166269,0.8683373110580748,5
B4_EVIDENCE_MASKED,unpaired,event_resulting_f1,0.876681682337648,0.0014773981660738237,0.8745117676514772,0.8787116255661801,5
B4_EVIDENCE_MASKED,unpaired,event_lost_tp,1134.0,246.94938752708012,930.0,1530.0,5
B4_EVIDENCE_MASKED,unpaired,event_removed_fp,10062.0,587.1422314908033,9060.0,10680.0,5
B4_EVIDENCE_MASKED,unpaired,rna_tp_preservation,0.9935727382173868,0.0020460129938070708,0.9911705441893908,0.9963056313982367,5
B4_EVIDENCE_MASKED,unpaired,rna_fp_removal,0.6044208902039805,0.028908705803832334,0.5632569365959964,0.6399811333948969,5
B4_EVIDENCE_MASKED,unpaired,rna_modification_precision,0.9503651429012875,0.006395939791954201,0.943727453102453,0.9618229422353134,5
B4_EVIDENCE_MASKED,unpaired,rna_coverage,0.06908107364963809,0.004415350138381958,0.060988193199935876,0.07376406113443479,5
B4_EVIDENCE_MASKED,unpaired,rna_delta_f1,0.024273441147212305,0.001234204662537587,0.02276522062446998,0.026125722021596454,5
